측정일시,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
2019-06-26 23:00:00,19,26,30,28,12,20,20,17,33,23,23,24,19,18,23,21,19,11,28,18,24,25,24,26,23
2019-06-27 00:00:00,13,18,22,20,12,15,16,11,27,9,15,17,0,18,14,10,8,7,20,11,15,18,14,16,17
2019-06-27 01:00:00,10,13,13,13,10,17,8,10,21,9,9,16,11,10,10,7,7,5,14,10,11,14,12,9,14
2019-06-27 02:00:00,12,12,15,12,10,15,8,11,18,9,11,14,9,10,15,6,4,6,14,11,13,12,11,12,7
2019-06-27 03:00:00,9,10,11,12,12,16,9,11,17,5,11,14,11,10,11,11,4,5,9,8,9,9,9,9,10
2019-06-27 04:00:00,7,12,10,10,9,13,11,9,14,6,11,12,12,4,10,9,3,4,9,11,9,12,10,10,14
2019-06-27 05:00:00,7,11,9,11,6,13,8,8,17,8,10,13,12,4,8,11,6,3,8,12,12,10,11,9,9
2019-06-27 06:00:00,0,11,10,10,6,14,6,8,15,7,12,11,11,7,10,9,9,3,10,10,12,10,10,10,14
2019-06-27 07:00:00,0,9,7,12,7,13,7,9,14,5,12,11,13,6,13,8,9,4,11,13,9,14,10,8,12
2019-06-27 08:00:00,0,9,4,11,7,18,10,9,9,3,7,9,9,4,10,12,7,1,9,15,7,13,7,8,11
2019-06-27 09:00:00,0,7,1,8,4,15,6,9,4,3,5,9,8,2,15,8,5,6,8,13,6,10,6,4,7
2019-06-27 10:00:00,0,3,1,6,6,11,10,9,3,3,1,9,9,3,11,4,4,5,6,10,3,8,2,3,4
2019-06-27 11:00:00,1,2,3,0,9,8,8,8,4,3,3,7,9,4,8,6,3,4,3,9,5,7,2,4,11
2019-06-27 12:00:00,1,4,8,0,6,10,8,6,5,4,5,6,11,4,9,6,1,2,10,10,3,7,5,6,10
2019-06-27 13:00:00,2,2,4,5,5,13,9,3,2,4,7,4,13,4,10,4,1,1,3,10,2,11,8,6,9
2019-06-27 14:00:00,9,8,6,12,5,12,8,7,7,2,7,6,13,4,9,6,3,3,9,10,4,15,6,7,6
2019-06-27 15:00:00,8,10,8,15,8,13,10,8,6,8,8,7,15,8,12,8,10,4,11,11,7,16,7,7,8
2019-06-27 16:00:00,1,10,14,29,26,12,14,17,9,8,13,12,33,20,19,13,10,5,24,32,13,28,12,12,9
2019-06-27 17:00:00,15,16,25,27,30,33,26,23,20,16,23,28,27,26,35,0,10,8,29,33,30,27,22,26,19
2019-06-27 18:00:00,27,29,27,31,32,37,26,24,28,20,29,29,29,21,32,36,25,25,28,30,31,25,27,27,29
2019-06-27 19:00:00,30,34,25,31,33,34,24,24,26,14,27,29,28,18,31,41,15,29,28,0,31,22,27,25,31
2019-06-27 20:00:00,27,34,25,33,33,39,30,18,24,15,26,25,27,27,31,40,17,23,29,0,31,29,25,24,32
2019-06-27 21:00:00,24,35,29,34,31,42,28,26,28,20,29,24,29,31,26,34,17,19,33,0,32,29,26,25,33
2019-06-27 22:00:00,26,32,28,31,38,45,31,27,29,20,26,28,33,34,26,47,25,26,35,41,32,28,25,24,33
2019-06-27 23:00:00,28,33,27,26,41,45,34,27,31,25,22,29,33,26,36,56,20,25,38,43,32,28,23,26,32
2019-06-28 00:00:00,25,34,27,33,41,46,39,26,32,25,25,28,41,22,36,54,20,20,35,43,35,24,21,23,30
2019-06-28 01:00:00,25,27,28,31,27,41,35,27,30,23,30,26,38,26,30,53,24,22,36,40,36,26,25,30,34
2019-06-28 02:00:00,26,28,28,32,38,51,34,24,29,25,33,25,38,33,27,48,32,26,34,44,30,29,27,31,34
2019-06-28 03:00:00,28,31,28,37,38,39,34,29,31,25,36,23,41,36,28,48,38,22,40,46,32,28,30,29,36
2019-06-28 04:00:00,26,30,29,39,39,35,45,28,30,25,32,26,39,32,28,45,35,24,43,52,31,32,27,29,33
2019-06-28 05:00:00,28,31,29,34,34,37,44,24,29,22,33,27,42,37,30,40,35,25,32,36,30,29,30,26,32
2019-06-28 06:00:00,26,25,29,12,23,34,27,19,30,26,29,20,34,35,31,42,27,26,16,18,27,32,26,29,30
2019-06-28 07:00:00,25,29,29,16,15,35,14,15,32,28,32,18,18,37,24,47,34,24,18,21,29,33,28,32,30
2019-06-28 08:00:00,21,28,31,34,29,32,12,22,33,33,31,17,28,24,18,42,24,20,32,38,22,33,24,19,38
2019-06-28 09:00:00,17,24,32,0,0,30,38,38,35,33,23,25,44,33,33,28,36,26,0,54,20,26,17,19,36
2019-06-28 10:00:00,25,23,30,0,48,39,56,44,34,28,27,37,46,47,38,47,27,38,0,60,33,44,24,32,27
2019-06-28 11:00:00,30,24,32,61,51,0,52,38,35,32,40,40,52,55,43,59,37,33,56,54,43,59,37,49,33
2019-06-28 12:00:00,36,38,53,50,46,0,50,38,38,47,44,37,52,49,42,60,44,35,45,63,40,53,36,41,47
2019-06-28 13:00:00,30,44,61,45,37,0,53,37,53,44,38,38,47,45,34,55,52,28,49,49,44,45,34,38,42
2019-06-28 14:00:00,25,32,41,34,40,0,42,26,42,39,38,27,33,38,28,45,40,34,29,41,34,42,33,33,39
2019-06-28 15:00:00,26,35,38,27,32,0,41,23,41,39,36,27,33,41,31,53,38,32,23,37,29,44,27,26,49
2019-06-28 16:00:00,27,36,43,31,31,0,28,19,44,34,33,23,27,23,30,38,38,21,31,32,30,30,28,26,45
2019-06-28 17:00:00,23,25,34,33,30,34,34,29,38,34,25,31,38,35,34,35,28,23,35,36,28,30,25,26,27
2019-06-28 18:00:00,32,32,40,33,28,38,34,29,37,0,33,36,35,31,32,40,20,29,35,37,38,35,29,29,36
2019-06-28 19:00:00,30,37,32,31,23,38,24,26,35,27,32,33,26,28,29,37,24,22,32,34,36,29,30,30,33
2019-06-28 20:00:00,24,34,32,33,29,27,19,22,35,27,29,30,34,24,25,28,24,16,29,46,28,28,28,26,35
2019-06-28 21:00:00,20,26,21,28,24,26,25,17,29,23,29,22,24,25,25,25,15,18,23,34,25,26,26,22,27
2019-06-28 22:00:00,18,23,26,18,20,26,14,13,26,22,23,17,20,22,15,20,12,14,17,23,19,23,21,18,22
2019-06-28 23:00:00,13,20,22,11,17,16,9,16,25,22,15,13,13,17,14,10,12,13,14,13,14,15,15,14,18
2019-06-29 00:00:00,8,12,16,19,22,12,7,13,18,14,13,12,19,16,14,10,10,10,13,16,11,17,12,12,12
2019-06-29 01:00:00,9,7,13,21,17,17,16,12,15,14,17,11,20,17,15,8,10,8,15,20,14,20,12,12,11
2019-06-29 02:00:00,13,14,15,19,23,16,13,16,16,10,17,16,20,19,17,24,11,11,17,25,15,18,13,16,16
2019-06-29 03:00:00,14,13,13,22,27,24,24,19,16,10,15,21,27,19,23,25,9,14,21,33,17,21,15,15,17
2019-06-29 04:00:00,15,16,15,23,27,22,22,17,16,10,15,20,31,27,25,29,16,15,24,28,18,26,14,16,13
2019-06-29 05:00:00,17,13,14,25,25,19,29,19,17,10,16,20,28,25,22,26,13,15,27,39,18,20,14,17,15
2019-06-29 06:00:00,13,14,16,26,25,15,27,19,16,15,15,21,26,28,22,19,15,18,27,35,16,22,13,16,13
2019-06-29 07:00:00,11,12,15,20,27,18,31,20,16,16,13,19,29,26,26,23,11,19,23,31,14,22,12,13,12
2019-06-29 08:00:00,13,14,15,19,25,19,24,20,14,19,12,21,23,23,25,24,18,16,21,29,14,25,12,14,14
2019-06-29 09:00:00,13,17,13,18,23,22,24,24,15,19,16,22,24,27,22,21,16,18,18,30,17,23,15,15,18
2019-06-29 10:00:00,14,14,14,18,25,21,28,23,17,15,13,21,28,27,27,27,14,17,20,33,14,25,12,14,15
2019-06-29 11:00:00,12,14,16,21,27,26,26,23,17,18,16,20,31,29,32,27,17,18,21,35,17,30,15,17,15
2019-06-29 12:00:00,13,15,17,20,26,22,26,20,17,23,15,19,27,27,28,38,21,20,20,35,17,27,13,15,16
2019-06-29 13:00:00,17,19,22,21,32,28,27,18,18,24,18,24,29,34,29,31,21,24,21,28,21,26,16,16,24
2019-06-29 14:00:00,22,27,25,24,17,29,25,14,28,26,24,22,30,23,30,29,21,13,24,31,25,25,21,21,31
2019-06-29 15:00:00,21,23,28,19,20,23,20,16,30,26,23,21,22,23,25,23,21,13,22,21,22,22,22,22,32
2019-06-29 16:00:00,13,17,22,18,16,21,16,15,26,10,19,18,22,22,19,10,15,11,17,22,18,22,18,19,22
2019-06-29 17:00:00,19,23,15,18,15,19,11,16,19,10,15,20,18,13,20,21,0,15,19,19,14,22,13,14,16
2019-06-29 18:00:00,18,20,21,19,16,20,18,16,18,19,20,20,20,16,17,20,9,11,19,20,20,19,17,18,22
2019-06-29 19:00:00,16,18,22,20,25,20,14,18,26,14,18,19,18,14,17,17,9,12,20,20,22,18,20,20,27
2019-06-29 20:00:00,17,18,20,22,25,16,18,18,24,14,16,21,20,20,21,19,6,11,21,30,19,20,16,19,17
2019-06-29 21:00:00,14,18,26,25,28,15,21,23,26,14,15,20,23,15,20,17,10,13,20,20,17,17,13,14,15
2019-06-29 22:00:00,15,18,22,27,20,17,19,25,22,13,18,19,19,14,19,14,8,12,23,25,17,20,16,15,13
2019-06-29 23:00:00,14,18,27,27,26,19,16,24,20,13,21,19,25,17,19,14,8,15,22,26,18,21,17,18,14
2019-06-30 00:00:00,18,21,19,30,21,23,22,22,22,16,21,21,26,17,24,23,17,14,30,30,19,20,18,24,19
2019-06-30 01:00:00,21,24,19,34,28,27,29,27,22,16,20,26,28,18,25,20,17,13,38,35,18,21,19,19,26
2019-06-30 02:00:00,21,22,19,35,40,24,34,28,21,18,20,31,37,26,36,28,12,18,38,52,23,17,19,20,20
2019-06-30 03:00:00,27,22,23,38,39,31,38,31,25,31,25,37,41,36,45,41,11,26,35,49,30,32,23,28,24
2019-06-30 04:00:00,29,23,26,34,34,39,37,27,21,31,28,34,36,38,40,47,29,30,34,45,31,36,25,31,27
2019-06-30 05:00:00,29,24,25,31,30,35,38,26,23,25,29,30,38,38,36,47,18,37,25,38,32,31,26,30,23
2019-06-30 06:00:00,27,22,24,25,29,34,30,23,25,25,28,26,41,40,32,50,20,28,25,40,31,31,26,30,26
2019-06-30 07:00:00,24,20,25,21,31,33,30,25,25,22,29,25,34,39,33,44,28,28,26,31,29,31,26,28,28
2019-06-30 08:00:00,21,23,24,23,25,36,27,23,23,24,24,25,30,25,25,40,20,20,25,28,24,31,21,22,23
2019-06-30 09:00:00,21,26,25,25,21,38,22,21,24,24,22,26,27,30,24,36,22,25,22,25,21,27,0,20,26
2019-06-30 10:00:00,22,25,19,17,18,35,14,15,22,18,20,20,22,18,20,21,23,16,19,19,21,27,0,20,29
2019-06-30 11:00:00,13,23,10,17,16,24,16,12,24,10,19,12,15,13,12,17,13,15,12,15,16,27,0,15,25
2019-06-30 12:00:00,13,18,14,12,11,22,9,12,20,17,14,13,12,14,18,12,9,12,10,16,12,19,11,13,20
2019-06-30 13:00:00,15,15,24,16,16,25,11,16,17,16,18,17,17,18,21,24,9,10,15,23,16,19,11,14,23
2019-06-30 14:00:00,19,20,29,20,22,26,17,19,27,21,24,23,22,19,26,28,9,13,19,23,24,22,21,20,28
2019-06-30 15:00:00,27,25,29,22,18,28,20,21,29,21,28,28,21,18,25,27,13,16,25,23,30,23,22,23,36
2019-06-30 16:00:00,25,31,27,24,16,26,19,19,27,17,26,25,19,23,17,24,19,23,24,21,26,24,23,24,28
2019-06-30 17:00:00,21,31,28,26,19,22,21,17,29,17,25,23,23,18,17,22,19,13,26,26,25,22,22,22,26
2019-06-30 18:00:00,23,28,33,29,22,26,20,19,30,21,25,27,27,20,22,24,17,24,28,22,26,22,24,24,31
2019-06-30 19:00:00,24,31,40,34,23,33,22,25,34,21,26,30,25,23,31,28,17,20,32,31,30,30,25,25,34
2019-06-30 20:00:00,29,33,33,32,35,30,23,25,33,22,29,37,30,28,29,39,21,32,34,32,30,28,27,29,34
2019-06-30 21:00:00,29,35,37,36,34,34,29,32,33,23,32,38,31,31,34,43,28,29,36,32,38,32,29,29,34
2019-06-30 22:00:00,29,35,35,34,40,35,33,30,32,24,31,37,32,35,35,42,28,27,34,35,33,32,27,31,32
2019-06-30 23:00:00,31,35,36,36,37,38,27,31,34,25,34,38,37,34,34,43,21,31,32,39,29,32,28,29,32
2019-07-01 00:00:00,34,38,31,34,41,50,0,35,32,25,29,42,40,38,41,46,33,35,33,40,31,32,26,28,31
2019-07-01 01:00:00,39,39,31,37,40,46,32,38,33,34,33,50,37,39,41,58,29,33,36,45,37,43,29,29,36
2019-07-01 02:00:00,36,42,33,33,45,42,41,34,34,31,32,44,31,42,40,54,30,32,35,41,35,40,29,29,39
2019-07-01 03:00:00,29,32,32,30,37,42,38,32,34,29,31,37,31,37,36,46,30,30,33,38,32,32,27,30,34
2019-07-01 04:00:00,28,33,29,26,25,41,30,23,29,22,26,33,33,27,36,44,34,30,28,33,26,30,23,27,33
2019-07-01 05:00:00,25,33,27,25,24,38,24,21,28,21,24,27,32,30,29,38,24,28,23,34,27,28,21,22,29
2019-07-01 06:00:00,24,30,27,24,27,36,21,23,30,24,25,27,30,36,27,39,19,22,25,28,24,35,21,24,24
2019-07-01 07:00:00,24,27,26,24,27,32,24,23,29,23,24,30,30,34,31,36,23,28,25,33,22,35,20,22,0
2019-07-01 08:00:00,23,25,24,27,29,35,27,23,26,22,21,27,33,33,34,44,24,26,26,36,23,34,20,22,28
2019-07-01 09:00:00,22,29,18,27,25,38,32,25,24,22,21,28,34,27,32,42,27,29,23,37,23,34,19,17,25
2019-07-01 10:00:00,22,26,20,26,32,35,29,24,24,15,19,25,35,27,32,37,20,31,26,32,23,24,18,17,25
2019-07-01 11:00:00,22,27,19,33,29,35,29,20,24,16,19,24,34,30,35,39,21,27,25,33,22,26,20,19,29
2019-07-01 12:00:00,23,24,21,29,39,35,30,23,22,19,22,28,38,25,34,35,24,27,30,35,26,31,20,21,31
2019-07-01 13:00:00,23,25,22,24,27,34,31,24,21,18,23,31,28,34,33,41,16,30,24,0,28,27,22,23,27
2019-07-01 14:00:00,24,28,29,22,21,33,25,16,25,23,26,23,24,19,28,36,28,21,24,29,27,25,23,22,34
2019-07-01 15:00:00,21,23,27,18,13,25,18,15,27,23,23,23,26,19,27,27,19,17,18,21,25,23,21,22,25
2019-07-01 16:00:00,18,23,23,21,15,26,17,15,24,11,21,18,21,17,25,22,19,17,17,18,19,23,18,18,21
2019-07-01 17:00:00,19,24,26,23,18,21,11,15,22,11,19,20,21,16,23,19,18,15,17,18,19,17,17,15,17
2019-07-01 18:00:00,15,20,19,20,14,16,9,13,20,14,19,17,20,15,16,14,18,12,19,15,17,17,18,17,19
2019-07-01 19:00:00,15,14,17,18,15,17,15,13,19,11,17,15,15,15,13,19,7,10,19,22,16,17,18,13,25
2019-07-01 20:00:00,14,20,18,19,18,16,13,13,19,12,16,17,19,14,16,18,8,10,20,30,18,20,17,15,23
2019-07-01 21:00:00,16,19,19,22,20,22,13,16,19,11,16,18,18,18,15,18,8,12,22,29,21,20,18,15,18
2019-07-01 22:00:00,15,19,21,20,0,22,18,16,19,11,16,18,0,20,19,25,17,20,22,29,19,20,15,14,16
2019-07-01 23:00:00,18,18,18,23,22,27,19,18,20,17,17,19,0,24,19,29,19,17,24,28,22,24,17,14,17
2019-07-02 00:00:00,16,19,16,23,23,28,20,15,19,17,18,19,20,26,26,33,19,21,20,29,18,24,16,16,19
2019-07-02 01:00:00,15,17,15,21,27,27,22,19,21,14,20,20,23,27,25,27,20,20,20,27,17,24,16,19,20
2019-07-02 02:00:00,17,18,20,22,28,28,24,19,22,17,17,22,31,28,24,33,25,22,24,30,18,34,17,18,20
2019-07-02 03:00:00,20,18,25,26,30,33,27,24,24,26,21,23,29,28,29,36,22,21,25,34,21,35,21,19,21
2019-07-02 04:00:00,20,22,23,23,28,32,30,21,25,25,20,25,31,35,29,41,29,28,26,37,22,32,19,20,23
2019-07-02 05:00:00,21,22,25,25,32,31,30,23,27,25,24,28,33,31,30,34,25,27,28,33,26,27,19,19,26
2019-07-02 06:00:00,21,25,23,24,28,33,33,23,25,18,24,28,31,34,30,36,25,27,26,38,24,32,20,23,25
2019-07-02 07:00:00,21,25,20,25,29,32,32,25,25,19,22,29,29,30,30,38,28,23,25,36,25,31,21,21,0
2019-07-02 08:00:00,21,25,19,24,24,29,29,20,23,18,23,28,30,28,29,35,18,24,23,31,23,27,19,20,25
2019-07-02 09:00:00,20,26,18,22,23,27,24,19,22,14,20,23,26,28,27,37,17,21,23,25,20,27,18,19,24
2019-07-02 10:00:00,20,21,21,27,23,24,27,18,20,14,18,24,26,24,27,33,18,21,25,28,22,27,18,19,26
2019-07-02 11:00:00,19,19,17,28,21,21,27,19,22,13,22,24,25,18,29,32,19,21,28,29,23,22,18,19,24
2019-07-02 12:00:00,20,22,20,25,17,21,25,18,20,14,22,22,20,18,27,29,24,20,25,23,25,0,20,22,27
2019-07-02 13:00:00,21,19,20,24,0,23,18,16,21,14,21,19,20,0,24,24,13,17,23,23,23,16,0,20,25
2019-07-02 14:00:00,19,23,20,25,16,23,0,18,21,14,21,22,20,17,24,22,13,13,26,0,22,18,0,20,0
2019-07-02 15:00:00,20,19,19,20,18,21,17,17,21,14,20,23,0,16,25,26,14,18,26,0,28,22,22,19,19
2019-07-02 16:00:00,22,26,21,22,16,25,21,17,18,16,22,23,0,12,27,27,16,21,22,24,28,22,20,20,22
2019-07-02 17:00:00,23,29,22,21,14,27,23,17,25,15,20,23,20,14,0,27,0,18,21,22,23,19,19,19,23
2019-07-02 18:00:00,20,24,22,22,10,22,0,15,22,15,20,19,21,16,18,22,11,18,22,20,23,16,19,18,18
2019-07-02 19:00:00,13,27,20,22,8,22,10,16,19,11,21,16,15,13,16,22,11,16,19,19,22,18,21,19,22
2019-07-02 20:00:00,17,22,18,20,12,22,17,17,22,12,18,20,14,12,16,19,12,9,22,26,21,19,19,17,27
2019-07-02 21:00:00,18,21,16,19,16,19,14,19,20,12,14,16,20,13,15,22,6,13,19,19,16,18,17,15,17
2019-07-02 22:00:00,13,17,16,20,23,20,17,19,17,12,14,19,14,20,19,16,11,16,19,28,15,23,15,13,14
2019-07-02 23:00:00,17,15,15,20,17,24,18,19,18,12,15,23,17,18,23,17,11,19,18,26,16,27,17,13,16
2019-07-03 00:00:00,22,19,14,20,24,26,26,20,21,9,16,23,0,22,25,0,20,0,23,29,19,24,16,14,15
2019-07-03 01:00:00,22,22,13,23,15,33,25,21,19,9,18,25,27,24,23,34,20,24,26,27,24,25,15,17,17
2019-07-03 02:00:00,18,23,16,22,26,36,30,20,20,13,19,22,30,24,27,36,21,23,24,32,21,22,18,18,25
2019-07-03 03:00:00,18,22,16,25,21,37,24,22,22,13,21,21,28,29,31,40,28,26,27,28,22,29,19,24,23
2019-07-03 04:00:00,20,22,16,26,21,35,26,19,20,13,22,22,28,28,30,36,23,30,29,36,21,30,20,22,23
2019-07-03 05:00:00,22,21,15,25,23,40,33,19,21,10,24,22,29,31,28,33,31,26,30,37,21,29,20,19,24
2019-07-03 06:00:00,20,22,19,29,23,36,33,19,24,19,19,21,34,31,27,34,31,24,35,40,21,31,18,21,21
2019-07-03 07:00:00,19,18,22,29,16,31,35,22,21,21,23,24,30,36,27,35,22,22,30,36,22,36,23,25,19
2019-07-03 08:00:00,19,20,19,26,21,31,28,22,22,21,21,27,36,33,25,38,33,23,25,39,23,36,22,23,27
2019-07-03 09:00:00,22,25,22,21,26,32,27,20,23,21,21,25,36,24,32,48,17,24,27,37,26,29,23,24,26
2019-07-03 10:00:00,25,26,22,23,22,33,31,20,24,23,20,27,21,20,29,44,22,28,24,28,25,26,19,18,24
2019-07-03 11:00:00,24,23,19,21,31,33,28,25,27,19,19,29,24,24,30,38,30,29,19,24,20,23,15,17,30
2019-07-03 12:00:00,20,26,24,25,27,34,22,22,25,16,26,29,25,18,27,40,30,29,24,24,23,23,21,20,34
2019-07-03 13:00:00,23,26,25,24,23,32,21,23,27,22,29,27,23,21,27,36,23,27,25,25,22,24,22,22,28
2019-07-03 14:00:00,24,27,23,23,22,31,24,23,27,16,25,25,22,18,25,37,27,28,24,24,25,28,22,22,29
2019-07-03 15:00:00,0,28,17,22,22,29,24,20,26,16,21,26,25,18,27,28,23,26,22,32,23,20,21,20,27
2019-07-03 16:00:00,0,26,23,25,22,27,26,20,26,15,22,25,24,18,25,25,17,22,25,24,25,21,21,20,24
2019-07-03 17:00:00,19,24,21,28,24,22,28,0,25,15,23,27,23,18,25,29,16,26,26,27,23,24,21,20,26
2019-07-03 18:00:00,22,28,21,25,16,26,26,0,24,0,20,25,19,16,25,26,16,17,24,22,24,20,21,20,24
2019-07-03 19:00:00,24,23,20,24,0,19,23,20,22,13,19,23,23,16,22,18,13,17,24,29,21,23,21,16,20
2019-07-03 20:00:00,21,22,20,20,15,23,19,21,23,13,19,24,24,17,18,20,14,17,21,28,22,22,20,18,21
2019-07-03 21:00:00,21,20,19,21,24,18,14,21,23,14,19,22,20,17,21,22,16,18,16,23,24,24,20,20,20
2019-07-03 22:00:00,21,23,19,18,17,18,16,25,23,14,19,22,22,17,21,25,16,20,18,21,22,23,18,18,20
2019-07-03 23:00:00,19,21,17,16,13,18,14,26,24,11,17,25,24,17,19,22,11,17,20,17,18,18,18,18,19
2019-07-04 00:00:00,19,24,20,21,24,20,12,21,23,11,18,20,25,21,24,24,4,21,20,23,20,19,18,19,15
2019-07-04 01:00:00,16,25,14,21,17,13,22,23,22,14,21,21,22,20,25,26,8,17,24,26,19,22,20,20,21
2019-07-04 02:00:00,20,22,16,20,20,26,22,20,21,14,19,23,22,19,27,31,11,19,27,29,20,24,18,18,23
2019-07-04 03:00:00,24,26,18,23,28,32,30,18,23,13,17,23,27,21,28,31,11,26,27,29,24,18,18,21,24
2019-07-04 04:00:00,24,23,17,26,23,35,28,19,23,14,19,23,24,23,33,41,12,23,29,38,24,22,17,21,21
2019-07-04 05:00:00,25,25,17,22,21,38,31,18,22,14,18,23,23,24,31,42,13,26,24,36,24,27,17,19,21
2019-07-04 06:00:00,23,23,18,18,25,25,27,17,24,13,18,22,25,23,30,40,19,24,26,33,18,23,16,17,26
2019-07-04 07:00:00,21,26,14,21,25,29,30,23,18,17,16,26,25,24,33,37,18,29,25,36,16,23,15,15,23
2019-07-04 08:00:00,20,23,19,26,27,35,30,25,21,27,17,30,35,26,35,38,16,27,26,44,18,27,16,18,23
2019-07-04 09:00:00,22,24,19,21,32,37,36,23,23,26,22,25,36,26,35,40,21,33,27,39,22,28,17,17,20
2019-07-04 10:00:00,20,22,21,26,25,33,32,25,21,20,23,26,30,18,31,42,22,31,26,36,25,22,17,17,28
2019-07-04 11:00:00,22,23,18,22,27,30,31,18,22,20,25,24,27,14,31,36,24,29,20,34,19,22,20,16,30
2019-07-04 12:00:00,19,23,19,20,15,27,25,21,22,18,21,22,18,15,27,23,21,17,18,22,19,19,17,17,28
2019-07-04 13:00:00,18,24,19,20,20,24,20,25,22,12,20,20,14,18,22,18,12,17,18,18,20,23,18,18,22
2019-07-04 14:00:00,19,23,20,26,26,21,26,25,22,13,19,23,16,17,19,20,17,17,30,31,18,20,18,17,23
2019-07-04 15:00:00,22,20,19,25,27,19,30,22,20,13,22,29,21,18,28,26,26,15,30,29,18,20,18,17,26
2019-07-04 16:00:00,27,26,24,18,14,32,22,13,22,16,24,23,17,16,23,25,26,20,21,20,27,18,20,0,18
2019-07-04 17:00:00,19,28,28,16,10,22,17,10,27,16,23,20,15,12,17,20,30,19,17,16,23,18,19,0,15
2019-07-04 18:00:00,13,22,23,12,7,20,12,9,28,16,17,15,12,10,15,16,13,13,17,19,18,14,15,13,19
2019-07-04 19:00:00,15,18,12,12,15,16,8,9,20,14,10,12,15,9,10,14,6,10,14,16,12,12,13,13,15
2019-07-04 20:00:00,16,17,12,18,13,19,11,14,15,10,10,15,0,7,15,10,6,12,18,16,15,12,12,13,14
2019-07-04 21:00:00,17,17,10,21,12,15,15,19,15,8,9,15,18,11,17,15,8,16,18,19,15,19,15,15,13
2019-07-04 22:00:00,16,16,13,22,16,15,16,22,14,8,12,19,25,19,17,15,8,18,20,23,17,19,16,17,10
2019-07-04 23:00:00,16,14,13,22,19,19,19,21,19,8,15,24,25,24,19,24,12,15,21,27,19,25,18,20,12
2019-07-05 00:00:00,20,19,13,21,20,18,25,23,17,8,18,24,27,23,24,26,12,12,21,22,20,26,18,19,17
2019-07-05 01:00:00,20,18,14,19,16,31,20,21,16,8,23,21,27,22,26,22,16,16,20,24,20,21,18,19,18
2019-07-05 02:00:00,19,19,14,23,23,17,24,24,17,9,19,18,26,18,23,30,13,17,25,35,19,19,18,18,20
2019-07-05 03:00:00,18,16,15,26,23,17,32,23,18,10,15,18,28,13,27,27,12,20,27,30,21,20,17,18,22
2019-07-05 04:00:00,16,19,15,22,23,16,30,19,18,11,16,21,20,13,26,17,9,18,24,28,17,18,16,15,17
2019-07-05 05:00:00,17,16,15,20,20,16,31,18,19,11,19,23,15,13,19,18,11,18,20,22,14,16,15,15,17
2019-07-05 06:00:00,16,17,15,22,20,17,26,20,19,11,16,21,23,13,18,17,12,15,24,28,16,16,16,16,14
2019-07-05 07:00:00,14,14,13,26,23,17,30,28,18,11,16,23,26,13,24,18,14,17,25,36,13,17,15,15,14
2019-07-05 08:00:00,17,17,13,27,23,20,33,28,18,20,13,22,29,13,28,19,17,21,24,34,14,22,14,17,13
2019-07-05 09:00:00,15,17,12,25,26,26,36,26,15,17,13,18,32,13,24,19,18,17,22,31,14,24,16,15,15
2019-07-05 10:00:00,16,18,16,22,20,22,32,22,20,11,16,21,23,12,19,19,16,19,21,23,17,15,14,13,22
2019-07-05 11:00:00,15,19,17,25,12,23,25,19,18,11,19,17,21,13,24,25,17,13,19,21,15,17,15,16,23
2019-07-05 12:00:00,17,18,19,22,10,22,22,18,20,16,21,18,19,14,22,25,21,12,23,21,21,20,19,20,0
2019-07-05 13:00:00,20,18,18,24,15,21,18,19,22,10,22,20,19,20,23,24,15,17,25,19,21,21,19,20,0
2019-07-05 14:00:00,18,19,15,0,13,20,16,21,20,0,23,19,20,21,20,0,15,18,32,22,18,24,19,20,15
2019-07-05 15:00:00,21,15,18,0,0,21,25,33,16,0,20,23,0,26,21,0,19,17,42,0,16,34,19,20,23
2019-07-05 16:00:00,23,22,27,42,46,23,53,42,19,18,25,46,39,39,43,36,16,15,43,45,31,42,23,26,20
2019-07-05 17:00:00,43,22,48,36,35,41,59,40,32,18,40,56,32,38,45,47,0,37,0,35,49,41,38,41,31
2019-07-05 18:00:00,40,44,39,35,26,40,39,33,40,36,41,46,22,25,40,44,0,30,0,40,44,24,36,35,35
2019-07-05 19:00:00,35,39,29,24,23,30,28,27,32,17,31,39,21,17,25,30,0,27,23,24,35,21,27,28,29
2019-07-05 20:00:00,24,32,22,21,14,19,25,21,28,17,21,31,19,15,22,18,20,17,18,19,25,14,20,21,22
2019-07-05 21:00:00,18,27,21,18,15,23,14,18,25,12,16,23,12,12,17,9,17,15,17,25,17,14,14,15,17
2019-07-05 22:00:00,16,21,19,19,20,23,13,20,27,9,12,22,0,9,13,8,17,15,17,17,13,17,11,12,15
2019-07-05 23:00:00,16,18,20,16,11,19,9,21,25,10,14,21,15,8,15,12,17,15,17,15,11,19,15,10,23
2019-07-06 00:00:00,22,25,26,19,20,23,17,22,22,10,14,25,11,11,26,26,15,16,19,20,17,17,14,13,22
2019-07-06 01:00:00,27,23,24,23,22,24,20,20,23,12,20,28,19,13,23,29,15,21,20,21,27,17,18,14,19
2019-07-06 02:00:00,26,21,26,26,24,21,20,22,23,21,20,28,19,11,24,22,20,18,23,20,24,20,18,16,17
